release_year,title,genres,nominated,budget_ranges,revenue_ranges,runtime_ranges,budget,revenue,runtime,winner
2009,Inglourious Basterds,Drama,1,High,High,High,70000000,319131050,153,0
2009,Bright Star,Drama,1,Medium,Low,Medium,8500000,4440055,119,0
2009,The Imaginarium of Doctor Parnassus,Adventure,1,Medium,Medium,High,30000000,64352607,123,0
2009,Nine,Drama,1,High,Medium,Medium,80000000,53825515,112,0
2009,The Young Victoria,Drama,1,Medium,Medium,Medium,35000000,27409889,105,1
2009,Avatar,Action,1,High,,High,237000000,2787965087,162,0
2008,The Hurt Locker,Drama,1,Medium,Medium,High,15000000,42000000,131,1
2009,Inglourious Basterds,Drama,1,High,High,High,70000000,319131050,153,0
2009,Up in the Air,Drama,1,Medium,High,Medium,25000000,163670000,109,0
2009,Avatar,Action,1,High,,High,237000000,2787965087,162,0
2009,District 9,Science,1,Medium,High,Medium,30000000,210819611,112,0
2008,The Hurt Locker,Drama,1,Medium,Medium,High,15000000,42000000,131,1
2009,Inglourious Basterds,Drama,1,High,High,High,70000000,319131050,153,0
2009,The Secret in Their Eyes,Crime,0,Low,Medium,High,2000000,33965843,129,1
2008,Il Divo,Drama,1,Medium,Medium,Medium,7275000,11260366,110,0
2009,Star Trek,Science,1,High,High,High,150000000,385680446,127,1
2009,The Young Victoria,Drama,1,Medium,Medium,Medium,35000000,27409889,105,0
2009,Avatar,Action,1,High,,High,237000000,2787965087,162,0
2009,Fantastic Mr. Fox,Adventure,1,Medium,Medium,Low,40000000,46471023,87,0
2008,The Hurt Locker,Drama,1,Medium,Medium,High,15000000,42000000,131,0
2009,Sherlock Holmes,Action,1,High,High,High,90000000,524028679,128,0
2009,Up,Animation,1,High,High,Medium,175000000,735099082,96,1
2009,The Princess and the Frog,Romance,1,High,High,Medium,105000000,267045765,97,0
2009,The Princess and the Frog,Romance,1,High,High,Medium,105000000,267045765,97,0
2009,Nine,Drama,1,High,Medium,Medium,80000000,53825515,112,0
2009,Crazy Heart,Drama,1,Medium,Medium,Medium,7000000,39462438,112,1
2009,Avatar,Action,1,High,,High,237000000,2787965087,162,0
2009,The Blind Side,Drama,1,Medium,High,High,29000000,309208309,129,0
2009,District 9,Science,1,Medium,High,Medium,30000000,210819611,112,0
2009,An Education,Drama,1,Medium,Medium,Medium,7500000,26096852,100,0
2008,The Hurt Locker,Drama,1,Medium,Medium,High,15000000,42000000,131,1
2009,Inglourious Basterds,Drama,1,High,High,High,70000000,319131050,153,0
2009,A Serious Man,Comedy,1,Medium,Medium,Medium,7000000,31430334,105,0
2009,Up,Animation,1,High,High,Medium,175000000,735099082,96,0
2009,Up in the Air,Drama,1,Medium,High,Medium,25000000,163670000,109,0
2009,Avatar,Action,1,High,,High,237000000,2787965087,162,0
2008,The Hurt Locker,Drama,1,Medium,Medium,High,15000000,42000000,131,1
2009,Inglourious Basterds,Drama,1,High,High,High,70000000,319131050,153,0
2009,Star Trek,Science,1,High,High,High,150000000,385680446,127,0
2009,Up,Animation,1,High,High,Medium,175000000,735099082,96,0
2009,Avatar,Action,1,High,,High,237000000,2787965087,162,0
2008,The Hurt Locker,Drama,1,Medium,Medium,High,15000000,42000000,131,1
2009,Inglourious Basterds,Drama,1,High,High,High,70000000,319131050,153,0
2009,Star Trek,Science,1,High,High,High,150000000,385680446,127,0
2009,Transformers: Revenge of the Fallen,Science,1,High,High,High,150000000,836297228,150,0
2009,Avatar,Action,1,High,,High,237000000,2787965087,162,1
2009,District 9,Science,1,Medium,High,Medium,30000000,210819611,112,0
2009,Star Trek,Science,1,High,High,High,150000000,385680446,127,0
2009,District 9,Science,1,Medium,High,Medium,30000000,210819611,112,0
2009,An Education,Drama,1,Medium,Medium,Medium,7500000,26096852,100,0
2009,Up in the Air,Drama,1,Medium,High,Medium,25000000,163670000,109,0
2008,The Hurt Locker,Drama,1,Medium,Medium,High,15000000,42000000,131,1
2009,Inglourious Basterds,Drama,1,High,High,High,70000000,319131050,153,0
2009,The Messenger,Drama,1,Medium,Low,Medium,6500000,1521261,113,0
2009,A Serious Man,Comedy,1,Medium,Medium,Medium,7000000,31430334,105,0
2009,Up,Animation,1,High,High,Medium,175000000,735099082,96,0
2010,True Grit,Drama,1,Medium,High,Medium,38000000,252276927,110,0
2010,The Social Network,Drama,1,Medium,High,Medium,40000000,224920315,120,0
2010,The King's Speech,Drama,1,Medium,High,Medium,15000000,414211549,118,1
2010,127 Hours,Adventure,1,Medium,Medium,Low,18000000,35692920,94,0
2010,The Fighter,Drama,1,Medium,Medium,Medium,25000000,93617009,116,1
2010,Winter's Bone,Drama,1,Low,Medium,Medium,2000000,13831503,100,0
2010,The Town,Crime,1,Medium,High,High,37000000,154026136,125,0
2010,The Kids Are All Right,Comedy,1,Low,Medium,Medium,3500000,34705850,106,0
2010,The King's Speech,Drama,1,Medium,High,Medium,15000000,414211549,118,0
2010,The Kids Are All Right,Comedy,1,Low,Medium,Medium,3500000,34705850,106,0
2010,Rabbit Hole,Drama,1,Low,Low,Low,5000000,5129058,91,0
2010,Winter's Bone,Drama,1,Low,Medium,Medium,2000000,13831503,100,0
2010,Black Swan,Drama,1,Medium,High,Medium,13000000,327803731,108,1
2010,Blue Valentine,Drama,1,Low,Medium,Medium,3500000,16566240,112,0
2010,The Fighter,Drama,1,Medium,Medium,Medium,25000000,93617009,116,0
2010,The King's Speech,Drama,1,Medium,High,Medium,15000000,414211549,118,0
2010,The Fighter,Drama,1,Medium,Medium,Medium,25000000,93617009,116,1
2010,True Grit,Drama,1,Medium,High,Medium,38000000,252276927,110,0
2010,Animal Kingdom,Drama,1,Low,Low,Medium,5000000,1000000,113,0
2010,How to Train Your Dragon,Fantasy,1,High,High,Medium,165000000,494878759,98,0
2010,The Illusionist,Animation,0,Medium,Low,Low,18000000,5602431,80,0
2006,The Illusionist,Fantasy,1,Medium,Medium,Medium,40000000,86915017,110,0
2010,Toy Story 3,Animation,1,High,High,Medium,200000000,1066969703,103,1
2010,Alice in Wonderland,Family,1,High,High,Medium,200000000,1025491110,108,1
1951,Alice in Wonderland,Animation,1,Low,High,Low,3000000,572000000,75,1
2010,Inception,Action,1,High,High,High,160000000,825532764,148,0
2010,The King's Speech,Drama,1,Medium,High,Medium,15000000,414211549,118,0
2010,True Grit,Drama,1,Medium,High,Medium,38000000,252276927,110,0
2010,Black Swan,Drama,1,Medium,High,Medium,13000000,327803731,108,0
2010,Inception,Action,1,High,High,High,160000000,825532764,148,1
2010,The King's Speech,Drama,1,Medium,High,Medium,15000000,414211549,118,0
2010,The Social Network,Drama,1,Medium,High,Medium,40000000,224920315,120,0
2010,True Grit,Drama,1,Medium,High,Medium,38000000,252276927,110,0
2010,Alice in Wonderland,Family,1,High,High,Medium,200000000,1025491110,108,1
1951,Alice in Wonderland,Animation,1,Low,High,Low,3000000,572000000,75,1
2010,The King's Speech,Drama,1,Medium,High,Medium,15000000,414211549,118,0
2010,True Grit,Drama,1,Medium,High,Medium,38000000,252276927,110,0
2010,Black Swan,Drama,1,Medium,High,Medium,13000000,327803731,108,0
2010,The Fighter,Drama,1,Medium,Medium,Medium,25000000,93617009,116,0
2010,The King's Speech,Drama,1,Medium,High,Medium,15000000,414211549,118,1
2010,The Social Network,Drama,1,Medium,High,Medium,40000000,224920315,120,0
2010,True Grit,Drama,1,Medium,High,Medium,38000000,252276927,110,0
2010,Inside Job,Documentary,1,Low,Medium,Medium,2000000,7871522,109,1
2010,Waste Land,Documentary,1,Low,Low,Low,1500000,187716,90,0
2010,Black Swan,Drama,1,Medium,High,Medium,13000000,327803731,108,0
2010,The Fighter,Drama,1,Medium,Medium,Medium,25000000,93617009,116,0
2010,The King's Speech,Drama,1,Medium,High,Medium,15000000,414211549,118,0
2010,The Social Network,Drama,1,Medium,High,Medium,40000000,224920315,120,1
2010,Incendies,Drama,1,Medium,Medium,High,6800000,7103838,130,0
2010,Barney's Version,Comedy,1,Medium,Medium,High,30000000,8454301,134,0
2010,The Way Back,Drama,1,Medium,Medium,High,30000000,20348249,133,0
2010,How to Train Your Dragon,Fantasy,1,High,High,Medium,165000000,494878759,98,0
2010,Inception,Action,1,High,High,High,160000000,825532764,148,0
2010,The King's Speech,Drama,1,Medium,High,Medium,15000000,414211549,118,0
2010,127 Hours,Adventure,1,Medium,Medium,Low,18000000,35692920,94,0
2010,The Social Network,Drama,1,Medium,High,Medium,40000000,224920315,120,1
2010,Country Strong,Drama,1,Medium,Medium,Medium,15000000,20529194,117,0
2010,Tangled,Animation,1,High,High,Medium,260000000,591794936,100,0
2010,127 Hours,Adventure,1,Medium,Medium,Low,18000000,35692920,94,0
2010,Toy Story 3,Animation,1,High,High,Medium,200000000,1066969703,103,1
2010,Black Swan,Drama,1,Medium,High,Medium,13000000,327803731,108,0
2010,The Fighter,Drama,1,Medium,Medium,Medium,25000000,93617009,116,0
2010,Inception,Action,1,High,High,High,160000000,825532764,148,0
2010,The Kids Are All Right,Comedy,1,Low,Medium,Medium,3500000,34705850,106,0
2010,The King's Speech,Drama,1,Medium,High,Medium,15000000,414211549,118,1
2010,127 Hours,Adventure,1,Medium,Medium,Low,18000000,35692920,94,0
2010,The Social Network,Drama,1,Medium,High,Medium,40000000,224920315,120,0
2010,Toy Story 3,Animation,1,High,High,Medium,200000000,1066969703,103,0
2010,True Grit,Drama,1,Medium,High,Medium,38000000,252276927,110,0
2010,Winter's Bone,Drama,1,Low,Medium,Medium,2000000,13831503,100,0
1993,The Crush,Drama,1,Medium,Medium,Low,6000000,13609396,89,0
2010,Inception,Action,1,High,High,High,160000000,825532764,148,1
2010,Toy Story 3,Animation,1,High,High,Medium,200000000,1066969703,103,0
2010,True Grit,Drama,1,Medium,High,Medium,38000000,252276927,110,0
2010,Unstoppable,Action,1,High,High,Medium,100000000,167805466,98,0
2010,Inception,Action,1,High,High,High,160000000,825532764,148,1
2010,The King's Speech,Drama,1,Medium,High,Medium,15000000,414211549,118,0
2010,Salt,Action,1,High,High,Medium,110000000,293329073,100,0
2010,The Social Network,Drama,1,Medium,High,Medium,40000000,224920315,120,0
2010,True Grit,Drama,1,Medium,High,Medium,38000000,252276927,110,0
2010,Alice in Wonderland,Family,1,High,High,Medium,200000000,1025491110,108,0
1951,Alice in Wonderland,Animation,1,Low,High,Low,3000000,572000000,75,0
2010,Hereafter,Drama,1,High,High,High,50000000,105197635,129,0
2010,Inception,Action,1,High,High,High,160000000,825532764,148,1
2010,Iron Man 2,Adventure,1,High,High,High,200000000,623933331,124,0
2010,127 Hours,Adventure,1,Medium,Medium,Low,18000000,35692920,94,0
2010,The Social Network,Drama,1,Medium,High,Medium,40000000,224920315,120,1
2010,Toy Story 3,Animation,1,High,High,Medium,200000000,1066969703,103,0
2010,True Grit,Drama,1,Medium,High,Medium,38000000,252276927,110,0
2010,Winter's Bone,Drama,1,Low,Medium,Medium,2000000,13831503,100,0
2010,Another Year,Comedy,1,Medium,Medium,High,8000000,18124262,129,0
2010,The Fighter,Drama,1,Medium,Medium,Medium,25000000,93617009,116,0
2010,Inception,Action,1,High,High,High,160000000,825532764,148,0
2010,The Kids Are All Right,Comedy,1,Low,Medium,Medium,3500000,34705850,106,0
2010,The King's Speech,Drama,1,Medium,High,Medium,15000000,414211549,118,1
2011,A Better Life,Drama,1,Medium,Low,Medium,10000000,1759252,98,0
2011,The Descendants,Comedy,1,Medium,High,Medium,20000000,177243185,115,0
2011,The Artist,Drama,1,Medium,High,Medium,15000000,133432856,100,1
2011,Moneyball,Drama,1,High,High,High,50000000,110206216,133,0
2011,My Week with Marilyn,Drama,1,Medium,Medium,Medium,6400000,35057696,99,0
2011,Moneyball,Drama,1,High,High,High,50000000,110206216,133,0
2011,Warrior,Action,1,Medium,Medium,High,25000000,23057115,140,0
2010,Beginners,Drama,1,Low,Low,Medium,3200000,5332926,105,1
2011,Extremely Loud & Incredibly Close,Drama,1,Medium,Medium,High,40000000,55247881,129,0
2011,Albert Nobbs,Drama,1,Medium,Low,Medium,8000000,5634828,113,0
2011,The Help,Drama,1,Medium,High,High,25000000,124272124,146,0
2011,The Girl with the Dragon Tattoo,Thriller,1,High,High,High,90000000,232617430,158,0
2009,The Girl with the Dragon Tattoo,Drama,0,Medium,High,High,13000000,104345682,152,0
2011,The Iron Lady,History,1,Medium,High,Medium,13000000,114956699,105,1
2011,My Week with Marilyn,Drama,1,Medium,Medium,Medium,6400000,35057696,99,0
2011,The Artist,Drama,1,Medium,High,Medium,15000000,133432856,100,0
2011,The Help,Drama,1,Medium,High,High,25000000,124272124,146,0
2011,Bridesmaids,Comedy,1,Medium,High,High,32500000,288383523,125,0
2011,Albert Nobbs,Drama,1,Medium,Low,Medium,8000000,5634828,113,0
2011,The Help,Drama,1,Medium,High,High,25000000,124272124,146,1
2011,Kung Fu Panda 2,Animation,1,High,High,Low,150000000,665692281,91,0
2011,Rango,Animation,1,High,High,Medium,135000000,245724603,107,1
2011,The Artist,Drama,1,Medium,High,Medium,15000000,133432856,100,0
2011,Hugo,Adventure,1,High,High,High,170000000,185770160,126,1
2011,Midnight in Paris,Fantasy,1,Medium,High,Low,30000000,151119219,94,0
2011,War Horse,Drama,1,High,High,High,66000000,177584879,146,0
2011,The Artist,Drama,1,Medium,High,Medium,15000000,133432856,100,0
2011,The Girl with the Dragon Tattoo,Thriller,1,High,High,High,90000000,232617430,158,0
2009,The Girl with the Dragon Tattoo,Drama,0,Medium,High,High,13000000,104345682,152,0
2011,Hugo,Adventure,1,High,High,High,170000000,185770160,126,1
2011,The Tree of Life,Drama,1,Medium,Medium,High,32000000,54674226,139,0
2011,War Horse,Drama,1,High,High,High,66000000,177584879,146,0
2011,Anonymous,Drama,1,Medium,Medium,High,30000000,15395087,130,0
2011,The Artist,Drama,1,Medium,High,Medium,15000000,133432856,100,1
2011,Hugo,Adventure,1,High,High,High,170000000,185770160,126,0
2011,W.E.,Drama,1,Medium,Low,Medium,15000000,868439,119,0
2011,The Artist,Drama,1,Medium,High,Medium,15000000,133432856,100,1
2011,The Descendants,Comedy,1,Medium,High,Medium,20000000,177243185,115,0
2011,Hugo,Adventure,1,High,High,High,170000000,185770160,126,0
2011,Midnight in Paris,Fantasy,1,Medium,High,Low,30000000,151119219,94,0
2011,The Tree of Life,Drama,1,Medium,Medium,High,32000000,54674226,139,0
2011,Pina,Documentary,1,Low,Medium,Medium,4317946,14624826,106,0
2011,The Artist,Drama,1,Medium,High,Medium,15000000,133432856,100,0
2011,The Descendants,Comedy,1,Medium,High,Medium,20000000,177243185,115,0
2011,The Girl with the Dragon Tattoo,Thriller,1,High,High,High,90000000,232617430,158,1
2009,The Girl with the Dragon Tattoo,Drama,0,Medium,High,High,13000000,104345682,152,1
2011,Hugo,Adventure,1,High,High,High,170000000,185770160,126,0
2011,Moneyball,Drama,1,High,High,High,50000000,110206216,133,0
2011,Albert Nobbs,Drama,1,Medium,Low,Medium,8000000,5634828,113,0
2011,The Iron Lady,History,1,Medium,High,Medium,13000000,114956699,105,1
2011,The Adventures of Tintin,Adventure,1,High,High,Medium,130000000,371940071,107,0
2011,The Artist,Drama,1,Medium,High,Medium,15000000,133432856,100,1
2011,Hugo,Adventure,1,High,High,High,170000000,185770160,126,0
2011,War Horse,Drama,1,High,High,High,66000000,177584879,146,0
2011,The Muppets,Comedy,1,High,High,Medium,45000000,165184237,103,1
2011,Rio,Animation,1,High,High,Medium,90000000,484635760,96,0
2011,The Artist,Drama,1,Medium,High,Medium,15000000,133432856,100,1
2011,The Descendants,Comedy,1,Medium,High,Medium,20000000,177243185,115,0
2011,Extremely Loud & Incredibly Close,Drama,1,Medium,Medium,High,40000000,55247881,129,0
2011,The Help,Drama,1,Medium,High,High,25000000,124272124,146,0
2011,Hugo,Adventure,1,High,High,High,170000000,185770160,126,0
2011,Midnight in Paris,Fantasy,1,Medium,High,Low,30000000,151119219,94,0
2011,Moneyball,Drama,1,High,High,High,50000000,110206216,133,0
2011,The Tree of Life,Drama,1,Medium,Medium,High,32000000,54674226,139,0
2011,War Horse,Drama,1,High,High,High,66000000,177584879,146,0
2011,Drive,Drama,1,Medium,Medium,Medium,15000000,78054825,100,0
2011,The Girl with the Dragon Tattoo,Thriller,1,High,High,High,90000000,232617430,158,0
2009,The Girl with the Dragon Tattoo,Drama,0,Medium,High,High,13000000,104345682,152,0
2011,Hugo,Adventure,1,High,High,High,170000000,185770160,126,1
2011,Transformers: Dark of the Moon,Action,1,High,High,High,195000000,1123746996,154,0
2011,War Horse,Drama,1,High,High,High,66000000,177584879,146,0
2011,The Girl with the Dragon Tattoo,Thriller,1,High,High,High,90000000,232617430,158,0
2009,The Girl with the Dragon Tattoo,Drama,0,Medium,High,High,13000000,104345682,152,0
2011,Hugo,Adventure,1,High,High,High,170000000,185770160,126,1
2011,Moneyball,Drama,1,High,High,High,50000000,110206216,133,0
2011,Transformers: Dark of the Moon,Action,1,High,High,High,195000000,1123746996,154,0
2011,War Horse,Drama,1,High,High,High,66000000,177584879,146,0
2011,Hugo,Adventure,1,High,High,High,170000000,185770160,126,1
2011,Real Steel,Action,1,High,High,High,110000000,299268508,127,0
2011,Rise of the Planet of the Apes,Thriller,1,High,High,Medium,93000000,482860185,105,0
2011,Transformers: Dark of the Moon,Action,1,High,High,High,195000000,1123746996,154,0
2011,The Descendants,Comedy,1,Medium,High,Medium,20000000,177243185,115,1
2011,Hugo,Adventure,1,High,High,High,170000000,185770160,126,0
2011,The Ides of March,Drama,1,Medium,Medium,Medium,12500000,75993061,101,0
2011,Moneyball,Drama,1,High,High,High,50000000,110206216,133,0
2011,The Artist,Drama,1,Medium,High,Medium,15000000,133432856,100,0
2011,Bridesmaids,Comedy,1,Medium,High,High,32500000,288383523,125,0
2011,Margin Call,Thriller,1,Low,Medium,Medium,3500000,19504039,107,0
2011,Midnight in Paris,Fantasy,1,Medium,High,Low,30000000,151119219,94,1
2012,Silver Linings Playbook,Drama,1,Medium,High,High,21000000,205738714,122,0
2012,Lincoln,History,1,High,High,High,65000000,275293450,149,1
2012,Les Misérables,Drama,1,High,High,High,61000000,441809770,157,0
2012,The Master,Drama,1,Medium,Medium,High,32000000,28258060,137,0
2012,Flight,Drama,1,Medium,High,High,31000000,161772375,138,0
2012,Argo,Drama,1,High,High,Medium,44500000,232324128,120,0
2012,Silver Linings Playbook,Drama,1,Medium,High,High,21000000,205738714,122,0
2012,The Master,Drama,1,Medium,Medium,High,32000000,28258060,137,0
2012,Lincoln,History,1,High,High,High,65000000,275293450,149,0
2012,Django Unchained,Drama,1,High,High,High,100000000,425368238,165,1
2012,Zero Dark Thirty,Thriller,1,Medium,High,High,40000000,132820716,157,0
2012,Silver Linings Playbook,Drama,1,Medium,High,High,21000000,205738714,122,1
2012,Amour,Drama,1,Medium,Medium,High,8900000,29844753,127,0
2012,Beasts of the Southern Wild,Drama,1,Low,Medium,Low,1800000,21107746,93,0
2012,The Impossible,Thriller,0,High,High,Medium,42000000,180274123,113,0
2012,The Master,Drama,1,Medium,Medium,High,32000000,28258060,137,0
2012,Lincoln,History,1,High,High,High,65000000,275293450,149,0
2012,Les Misérables,Drama,1,High,High,High,61000000,441809770,157,1
2012,The Sessions,Drama,1,Low,Medium,Medium,1000000,9138338,98,0
2012,Silver Linings Playbook,Drama,1,Medium,High,High,21000000,205738714,122,0
2012,Brave,Animation,1,High,High,Low,185000000,538983207,93,1
2012,Frankenweenie,Animation,1,Medium,Medium,Low,39000000,35287788,87,0
2012,ParaNorman,Family,1,High,High,Low,60000000,107139399,90,0
2012,Wreck-It Ralph,Family,1,High,High,Medium,165000000,471222889,108,0
1935,Anna Karenina,Drama,1,Low,Low,Low,1152000,1439000,95,0
1997,Anna Karenina,Drama,1,Medium,Low,Medium,35000000,791830,108,0
2012,Django Unchained,Drama,1,High,High,High,100000000,425368238,165,0
2012,Life of Pi,Adventure,1,High,High,High,120000000,609016565,127,1
2012,Lincoln,History,1,High,High,High,65000000,275293450,149,0
2012,Skyfall,Action,1,High,High,High,200000000,1108561013,143,0
1935,Anna Karenina,Drama,1,Low,Low,Low,1152000,1439000,95,1
1997,Anna Karenina,Drama,1,Medium,Low,Medium,35000000,791830,108,1
2012,Les Misérables,Drama,1,High,High,High,61000000,441809770,157,0
2012,Lincoln,History,1,High,High,High,65000000,275293450,149,0
2012,Mirror Mirror,Adventure,1,High,High,Medium,85000000,183018522,106,0
2012,Snow White and the Huntsman,Adventure,1,High,High,High,170000000,396600000,127,0
2012,Amour,Drama,1,Medium,Medium,High,8900000,29844753,127,0
2012,Beasts of the Southern Wild,Drama,1,Low,Medium,Low,1800000,21107746,93,0
2012,Life of Pi,Adventure,1,High,High,High,120000000,609016565,127,1
2012,Lincoln,History,1,High,High,High,65000000,275293450,149,0
2012,Silver Linings Playbook,Drama,1,Medium,High,High,21000000,205738714,122,0
2012,Argo,Drama,1,High,High,Medium,44500000,232324128,120,1
2012,Life of Pi,Adventure,1,High,High,High,120000000,609016565,127,0
2012,Lincoln,History,1,High,High,High,65000000,275293450,149,0
2012,Silver Linings Playbook,Drama,1,Medium,High,High,21000000,205738714,122,0
2012,Zero Dark Thirty,Thriller,1,Medium,High,High,40000000,132820716,157,0
2012,Amour,Drama,1,Medium,Medium,High,8900000,29844753,127,1
2012,A Royal Affair,Drama,0,Medium,Medium,High,8000000,7594693,137,0
2012,The Hobbit: An Unexpected Journey,Adventure,1,High,High,High,250000000,1021103568,169,0
2012,Les Misérables,Drama,1,High,High,High,61000000,441809770,157,1
1935,Anna Karenina,Drama,1,Low,Low,Low,1152000,1439000,95,0
1997,Anna Karenina,Drama,1,Medium,Low,Medium,35000000,791830,108,0
2012,Ted,Comedy,1,High,High,Medium,50000000,549368315,106,0
2012,Life of Pi,Adventure,1,High,High,High,120000000,609016565,127,0
2012,Skyfall,Action,1,High,High,High,200000000,1108561013,143,1
2012,Les Misérables,Drama,1,High,High,High,61000000,441809770,157,0
2012,Amour,Drama,1,Medium,Medium,High,8900000,29844753,127,0
2012,Argo,Drama,1,High,High,Medium,44500000,232324128,120,1
2012,Beasts of the Southern Wild,Drama,1,Low,Medium,Low,1800000,21107746,93,0
2012,Django Unchained,Drama,1,High,High,High,100000000,425368238,165,0
2012,Les Misérables,Drama,1,High,High,High,61000000,441809770,157,0
2012,Life of Pi,Adventure,1,High,High,High,120000000,609016565,127,0
2012,Lincoln,History,1,High,High,High,65000000,275293450,149,0
2012,Silver Linings Playbook,Drama,1,Medium,High,High,21000000,205738714,122,0
2012,Zero Dark Thirty,Thriller,1,Medium,High,High,40000000,132820716,157,0
1935,Anna Karenina,Drama,1,Low,Low,Low,1152000,1439000,95,0
1997,Anna Karenina,Drama,1,Medium,Low,Medium,35000000,791830,108,0
2012,The Hobbit: An Unexpected Journey,Adventure,1,High,High,High,250000000,1021103568,169,0
2012,Les Misérables,Drama,1,High,High,High,61000000,441809770,157,0
2012,Life of Pi,Adventure,1,High,High,High,120000000,609016565,127,0
2012,Lincoln,History,1,High,High,High,65000000,275293450,149,1
2012,Argo,Drama,1,High,High,Medium,44500000,232324128,120,0
2012,Django Unchained,Drama,1,High,High,High,100000000,425368238,165,0
2012,Life of Pi,Adventure,1,High,High,High,120000000,609016565,127,0
2012,Skyfall,Action,1,High,High,High,200000000,1108561013,143,1
2012,Zero Dark Thirty,Thriller,1,Medium,High,High,40000000,132820716,157,1
2012,Argo,Drama,1,High,High,Medium,44500000,232324128,120,0
2012,Les Misérables,Drama,1,High,High,High,61000000,441809770,157,1
2012,Life of Pi,Adventure,1,High,High,High,120000000,609016565,127,0
2012,Lincoln,History,1,High,High,High,65000000,275293450,149,0
2012,Skyfall,Action,1,High,High,High,200000000,1108561013,143,0
2012,The Hobbit: An Unexpected Journey,Adventure,1,High,High,High,250000000,1021103568,169,0
2012,Life of Pi,Adventure,1,High,High,High,120000000,609016565,127,1
2012,Prometheus,Science,1,High,High,High,130000000,403170142,124,0
2012,Snow White and the Huntsman,Adventure,1,High,High,High,170000000,396600000,127,0
2012,Argo,Drama,1,High,High,Medium,44500000,232324128,120,1
2012,Beasts of the Southern Wild,Drama,1,Low,Medium,Low,1800000,21107746,93,0
2012,Life of Pi,Adventure,1,High,High,High,120000000,609016565,127,0
2012,Lincoln,History,1,High,High,High,65000000,275293450,149,0
2012,Silver Linings Playbook,Drama,1,Medium,High,High,21000000,205738714,122,0
2012,Amour,Drama,1,Medium,Medium,High,8900000,29844753,127,0
2012,Django Unchained,Drama,1,High,High,High,100000000,425368238,165,1
2012,Flight,Drama,1,Medium,High,High,31000000,161772375,138,0
2012,Moonrise Kingdom,Comedy,1,Medium,Medium,Low,16000000,68263166,94,0
2012,Zero Dark Thirty,Thriller,1,Medium,High,High,40000000,132820716,157,0
2013,American Hustle,Drama,1,Medium,High,High,40000000,251171807,138,0
2013,Nebraska,Drama,1,Medium,Medium,Medium,12000000,17654912,115,0
2013,The Wolf of Wall Street,Crime,1,High,High,High,100000000,392000694,180,0
2013,12 Years a Slave,Drama,1,Medium,High,High,20000000,187000000,134,0
2013,Dallas Buyers Club,Drama,1,Low,Medium,Medium,5000000,55198285,117,1
2013,Captain Phillips,Action,1,High,Medium,High,55000000,95000000,134,0
2013,American Hustle,Drama,1,Medium,High,High,40000000,251171807,138,0
2013,12 Years a Slave,Drama,1,Medium,High,High,20000000,187000000,134,0
2013,The Wolf of Wall Street,Crime,1,High,High,High,100000000,392000694,180,0
2013,Dallas Buyers Club,Drama,1,Low,Medium,Medium,5000000,55198285,117,1
2013,American Hustle,Drama,1,Medium,High,High,40000000,251171807,138,0
2013,Blue Jasmine,Comedy,1,Medium,Medium,Medium,18000000,99206215,98,1
2013,Gravity,Science,1,High,High,Low,105000000,716392705,91,0
2013,Philomena,Drama,1,Medium,High,Medium,12000000,100129872,98,0
2013,August: Osage County,Comedy,1,Medium,Medium,High,25000000,74188937,121,0
2013,Blue Jasmine,Comedy,1,Medium,Medium,Medium,18000000,99206215,98,0
2013,American Hustle,Drama,1,Medium,High,High,40000000,251171807,138,0
2013,12 Years a Slave,Drama,1,Medium,High,High,20000000,187000000,134,1
2013,August: Osage County,Comedy,1,Medium,Medium,High,25000000,74188937,121,0
2013,Nebraska,Drama,1,Medium,Medium,Medium,12000000,17654912,115,0
2013,The Croods,Adventure,1,High,High,Medium,135000000,585178928,98,0
2013,Despicable Me 2,Animation,1,High,High,Medium,76000000,970761885,98,0
2012,Ernest & Celestine,Animation,0,Medium,Medium,Low,12516654,8109160,78,0
2013,Frozen,Animation,1,High,High,Medium,150000000,1274219009,102,1
2013,The Wind Rises,Animation,0,Medium,High,High,30000000,117932401,126,0
2013,The Grandmaster,Action,0,Low,Medium,High,3860000,64076736,130,0
2013,Gravity,Science,1,High,High,Low,105000000,716392705,91,1
2013,Inside Llewyn Davis,Drama,1,Medium,Medium,Medium,11000000,32935319,105,0
2013,Nebraska,Drama,1,Medium,Medium,Medium,12000000,17654912,115,0
2013,Prisoners,Drama,1,High,High,High,46000000,122126687,153,0
2013,American Hustle,Drama,1,Medium,High,High,40000000,251171807,138,0
2013,The Grandmaster,Action,0,Low,Medium,High,3860000,64076736,130,0
2013,The Great Gatsby,Drama,1,High,High,High,105000000,351040419,143,1
1974,The Great Gatsby,Drama,1,Medium,Medium,High,6500000,26533200,144,1
2013,12 Years a Slave,Drama,1,Medium,High,High,20000000,187000000,134,0
2013,American Hustle,Drama,1,Medium,High,High,40000000,251171807,138,0
2013,Gravity,Science,1,High,High,Low,105000000,716392705,91,1
2013,Nebraska,Drama,1,Medium,Medium,Medium,12000000,17654912,115,0
2013,12 Years a Slave,Drama,1,Medium,High,High,20000000,187000000,134,0
2013,The Wolf of Wall Street,Crime,1,High,High,High,100000000,392000694,180,0
2012,The Act of Killing,Documentary,0,Low,Low,Medium,1000000,444575,115,0
