budget,original_title,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,winner,genres
0,Traveling Saleslady,0.390115,3/28/1935,0,63,Released,Traveling Saleslady,6.8,2,#N/A,Comedy
0,Moss Rose,0.568144,5/30/1947,0,82,Released,Moss Rose,6,3,#N/A,Mystery
0,"No, No, Nanette",0.002995,12/19/1940,0,96,Released,"No, No, Nanette",0,0,#N/A,Music
0,The Veils of Bagdad,0.059093,10/6/1953,0,82,Released,The Veils of Bagdad,0,0,#N/A,Drama
0,La vie très privée de monsieur Sim,1.611466,12/16/2015,0,0,Released,The Very Private Life of Mister Sim,5.9,23,#N/A,Drama
0,Eyes of a Thief,0.120442,10/1/2014,0,98,Released,Eyes of a Thief,5,1,#N/A,Drama
0,S one strane,0.402697,3/4/2016,0,85,Released,On the Other Side,8.5,2,#N/A,Drama
0,Grüße aus Fukushima,0.683367,3/10/2016,0,102,Released,Greetings From Fukushima,5.8,9,#N/A,Drama
0,A Visit with Truman Capote,0.084996,1/1/1966,0,29,Released,A Visit with Truman Capote,6.3,2,#N/A,Documentary
0,Dhamaal,1.342057,9/7/2007,0,135,Released,Dhamaal,6.1,18,#N/A,Comedy
0,Larry Kramer In Love & Anger,0.426831,6/29/2015,0,82,Released,Larry Kramer In Love & Anger,6.3,3,#N/A,History
0,Meraviglioso Boccaccio,2.689328,2/26/2015,0,120,Released,Wondrous Boccaccio,5.8,24,#N/A,Comedy
0,Here Is My Heart,0.18136,12/28/1934,0,77,Released,Here Is My Heart,7.5,2,#N/A,
0,She Loves Me Not,0.002562,8/31/1934,0,85,Released,She Loves Me Not,0,0,FALSE,
0,Star Spangled Rhythm,0.538301,3/5/1942,0,99,Released,Star Spangled Rhythm,6.3,3,FALSE,Comedy
0,Birth of the Blues,0.581963,11/7/1941,0,87,Released,Birth of the Blues,5,2,FALSE,Music
0,Rhythm on the River,0.846166,8/28/1940,0,92,Released,Rhythm on the River,0,0,FALSE,
0,Waikiki Wedding,0.245237,3/23/1937,0,89,Released,Waikiki Wedding,0,0,FALSE,Comedy
0,Welcome Stranger,0.405181,6/13/1947,0,107,Released,Welcome Stranger,0,0,#N/A,Comedy
0,Out of This World,0.180517,7/13/1945,0,96,Released,Out of This World,5,2,#N/A,Romance
0,Here Come the Waves,0.180615,1/1/1944,0,99,Released,Here Come the Waves,4,1,FALSE,Comedy
0,Little Boy Lost,0.039915,9/21/1953,0,95,Released,Little Boy Lost,5,1,#N/A,Drama
0,Just for You,0.002496,9/27/1952,0,104,Released,Just for You,0,0,FALSE,Comedy
0,Natural Selection,2.504774,8/26/2016,0,100,Released,Natural Selection,5.7,33,#N/A,Drama
0,Say One for Me,0.235525,6/19/1959,0,120,Released,Say One for Me,0,0,FALSE,Romance
0,Dr. Cook's Garden,0.1501,1/19/1971,0,75,Released,Dr. Cook's Garden,7,2,#N/A,Drama
0,Ripoux contre Ripoux,1.468369,2/7/1990,0,107,Released,My New Partner II,6.1,19,#N/A,Action
0,Ripoux 3,2.800132,12/10/2003,0,105,Released,Ripoux 3,5.1,16,#N/A,Comedy
0,Винни-Пух и день забот,0.755415,1/1/1972,0,21,Released,Winnie-the-Pooh and a Busy Day,6.7,18,#N/A,Family
0,The Mouse Comes to Dinner,1.201802,1/1/1945,0,7,Released,The Mouse Comes to Dinner,6.2,8,#N/A,Comedy
0,Chasing Great,0.645155,9/1/2016,0,105,Post Production,Chasing Great,9.3,3,#N/A,Documentary
0,Nahid,1.446837,1/7/2016,0,105,Released,Nahid,7.3,8,#N/A,Drama
0,The Vanishing Prairie,0.170691,8/17/1954,0,71,Released,The Vanishing Prairie,8,3,TRUE,Documentary
0,"Joshua Tree, 1951: A Portrait of James Dean",0.121222,5/23/2012,0,93,Released,"Joshua Tree, 1951: A Portrait of James Dean",5.3,3,#N/A,Drama
0,White Wilderness,0.044624,8/12/1958,0,72,Released,White Wilderness,1,1,TRUE,
0,Gabi on the Roof in July,0.299291,2/27/2010,0,99,Released,Gabi on the Roof in July,4.8,3,#N/A,Comedy
0,The Baltimore Bullet,0.706101,3/31/1980,0,103,Released,The Baltimore Bullet,6,2,#N/A,Comedy
0,അയ്യർ ദ ഗ്രേറ്റ്,0.378501,8/31/1990,0,115,Released,Iyer the Great,0,0,#N/A,Mystery
0,മഹേഷിന്‍റെ പ്രതികാരം,0.656226,2/5/2016,230000,121,Released,Maheshinte Prathikaaram,7.7,9,#N/A,Comedy
0,The Three Must-Get-Theres,0.071781,8/22/1922,0,58,Rumored,The Three Must-Get-Theres,6.5,2,#N/A,
0,Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking,0.382806,8/26/2016,0,74,Released,Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking,0,0,#N/A,Comedy
0,Tirano Banderas,0.473172,11/4/1993,0,0,Released,Tirano Banderas,0,0,#N/A,Drama
0,Una storia semplice,0.000844,9/12/1991,0,91,Released,A Simple Story,8,1,#N/A,
0,Porte aperte,0.000578,1/1/1990,0,0,Released,Open Doors,4,3,#N/A,Drama
0,Tre colonne in cronaca,0.330152,3/9/1990,0,100,Released,Tre colonne in cronaca,0,0,#N/A,
0,L'oeuvre au noir,0.53219,5/13/1988,0,110,Released,L'oeuvre au noir,5.4,6,#N/A,Drama
0,Il caso Moro,0.428693,1/1/1986,0,110,Released,Il caso Moro,6,3,#N/A,Drama
0,Actas de Marusia,0.24592,6/6/1976,0,110,Released,Letters from Marusia,4.8,5,#N/A,Drama
0,Il sospetto di Francesco Maselli,0.1082,2/21/1975,0,0,Released,The Suspect,6,2,#N/A,
0,Le vent d'est,1.797627,8/19/1970,0,100,Released,Wind from the East,8,3,#N/A,Drama
0,Sotto il segno dello scorpione,0.76046,4/4/1969,0,100,Released,Under The Sign Of Scorpio,4,2,#N/A,Drama
0,I sette Fratelli Cervi,0.056468,2/16/1968,0,105,Released,The Seven Cervi Brothers,0,0,#N/A,Drama
0,A ciascuno il suo,0.991732,2/22/1967,0,99,Released,We Still Kill the Old Way,5.6,16,#N/A,Crime
0,Un uomo da bruciare,1.534874,6/6/1962,0,92,Released,A Man for Burning,6,2,#N/A,
0,Himmatwala,0.157217,3/29/2013,0,0,Released,Himmatwala,3.4,14,#N/A,Action
0,Tees Maar Khan,1.754362,12/24/2010,0,135,Released,Tees Maar Khan,3.7,25,#N/A,Action
0,Rascals,0.228228,10/6/2011,0,128,Released,Rascals,2.7,3,#N/A,Comedy
0,God Tussi Great Ho,0.789268,8/15/2008,0,152,Released,God Tussi Great Ho,3,5,#N/A,Romance
0,Khiladi 786,0.704637,12/7/2012,126,139,Released,Khiladi 786,4.5,12,#N/A,Action
0,Demon,2.143813,9/9/2015,0,94,Released,Demon,5.9,26,#N/A,Drama
0,हाउसफुल,1.974336,4/30/2010,0,135,Released,Housefull,5.2,31,#N/A,Comedy
0,Maz Jobrani: I'm Not a Terrorist But I've Played One on TV,0.201191,8/21/2015,0,77,Released,Maz Jobrani: I'm Not a Terrorist But I've Played One on TV,7.8,5,#N/A,Comedy
0,मर्डर 2,1.488908,7/8/2011,0,127,Released,Murder 2,5.6,14,#N/A,Action
0,Murder 3,0.734917,2/14/2013,0,124,Released,Murder 3,3.9,8,#N/A,Thriller
2200000,D'Ardennen,5.174641,10/14/2015,0,93,Released,The Ardennes,7.2,44,#N/A,Crime
0,Batman Unlimited: Mechs vs. Mutants,1.042364,8/30/2016,0,72,Released,Batman Unlimited: Mechs vs. Mutants,5.2,9,#N/A,Animation
0,Birdemic 2: The Resurrection,1.330868,4/9/2013,0,82,Released,Birdemic 2: The Resurrection,3.2,20,#N/A,Action
25000000,The Search,2.443432,11/26/2014,0,149,Released,The Search,7.1,26,FALSE,Drama
0,Haunted Changi,0.207794,9/2/2010,0,79,Released,Haunted Changi,4.8,4,#N/A,
0,അക്കരെയക്കരെയക്കരെ,0.112792,1/1/1990,0,150,Released,Akkare Akkare Akkare,7.3,4,#N/A,Comedy
0,യോദ്ധാ,0.80792,9/2/1992,0,129,Released,Yodha,8.3,5,#N/A,Adventure
0,പിന്നെയും,0.3861,8/18/2016,0,122,Released,Once Again,0,0,#N/A,Crime
0,Black Road,0.908656,10/14/2015,0,80,Released,Black Road,4.9,4,#N/A,Science Fiction
0,Bachelors,0.31473,10/6/2016,0,86,Released,Bachelors,4.2,6,#N/A,Comedy
0,터널,4.559646,8/10/2016,0,126,Released,Tunnel,7.2,72,#N/A,Drama
0,Polikushka,0.005525,10/30/1922,0,0,Released,Polikushka,0,0,#N/A,
10000000,Da Xiao Jiang Hu,0.702693,12/3/2010,0,119,Released,Just Call Me Nobody,5,4,#N/A,Comedy
0,Little Sister,2.445975,10/6/2016,0,91,Released,Little Sister,6.2,29,#N/A,Comedy
0,Αγέλαστος πέτρα,0.071812,1/1/2000,0,87,Released,Mourning Rock,6,2,#N/A,
0,Certain Women,11.684425,9/25/2016,1130466,107,Released,Certain Women,6.3,65,#N/A,Drama
0,Hymyilevä mies,1.876069,9/2/2016,0,92,Released,The Happiest Day in the Life of Olli Mäki,6.9,11,#N/A,Drama
762241,Aquarius,4.860265,9/1/2016,285930,140,Released,Aquarius,7.5,97,#N/A,Drama
0,Chasing the Devil,0.524786,3/7/2014,0,84,Released,Chasing the Devil,3.4,7,#N/A,Horror
0,The Home Teachers,0.151532,1/9/2004,0,82,Released,The Home Teachers,5,3,#N/A,Comedy
0,Mouse in Manhattan,0.284492,7/7/1945,0,8,Released,Mouse in Manhattan,6.5,8,#N/A,Comedy
0,Comedy Central Roast of Denis Leary,0.371787,8/10/2003,0,99,Released,Comedy Central Roast of Denis Leary,7,1,#N/A,Comedy
0,Comedy Central Roast of Jeff Foxworthy,0.62502,3/20/2005,0,0,Released,Comedy Central Roast of Jeff Foxworthy,6,7,#N/A,Comedy
0,Comedy Central Roast of Larry the Cable Guy,0.832763,3/15/2009,0,0,Released,Comedy Central Roast of Larry the Cable Guy,6.5,6,#N/A,Comedy
0,Comedy Central Roast of David Hasselhoff,2.1604,8/15/2010,0,90,Released,Comedy Central Roast of David Hasselhoff,6.8,11,#N/A,Comedy
0,Comedy Central Roast of Roseanne,0.744095,8/12/2012,0,90,Released,Comedy Central Roast of Roseanne,6.2,11,#N/A,Comedy
0,Comedy Central Roast of Joan Rivers,0.843221,8/9/2009,0,0,Released,Comedy Central Roast of Joan Rivers,7.2,6,#N/A,Comedy
0,I'll Sleep When I'm Dead,0.301251,4/15/2016,0,82,Released,I'll Sleep When I'm Dead,6.4,7,#N/A,Documentary
0,Новая Земля,0.748532,8/8/2008,0,119,Released,Terra Nova,6.6,10,#N/A,Drama
0,Miesten välisiä keskusteluja,0.011427,1/4/2013,3,,Released,Miesten välisiä keskusteluja,0,0,#N/A,
0,Avant l'hiver,1.99177,11/26/2013,0,103,Released,Before the Winter Chill,6.2,20,#N/A,Drama
6229577,Gernika,4.068005,4/26/2016,0,110,Released,Guernica,5.3,41,#N/A,Drama
0,The Legend of Nigger Charley,0.129052,3/16/1972,0,98,Released,The Legend of Nigger Charley,8.5,2,#N/A,Western
0,Equity,2.656999,7/29/2016,1605463,100,Released,Equity,5.8,40,#N/A,Drama
80000,Cruel Will,0.417469,12/30/2013,0,90,Released,Cruel Will,3.4,4,#N/A,Thriller
0,Cash Only,1.460679,7/23/2015,0,91,Released,Cash Only,5.6,8,#N/A,Thriller
0,Jag är Ingrid,1.847581,5/19/2015,0,114,Released,Ingrid Bergman: In Her Own Words,7.6,14,#N/A,Documentary
0,Jack,0.879124,10/9/2014,0,103,Released,Jack,7.8,9,#N/A,Drama
500000,The Amityville Terror,2.429089,4/1/2016,0,84,Released,The Amityville Terror,4.4,11,#N/A,Horror
0,Can We Take a Joke?,0.687778,11/13/2015,0,0,Released,Can We Take a Joke?,7.8,4,#N/A,Documentary
0,The Jungle,1.164692,6/30/2013,0,84,Released,The Jungle,3.4,8,#N/A,Thriller
700000,Mamaboy,1.061991,5/23/2017,0,124,Released,Mamaboy,1,1,#N/A,Comedy
3200000,Virtual Revolution,1.832135,10/12/2016,0,92,Released,Virtual Revolution,5.5,6,#N/A,Science Fiction
1000000,Landmine Goes Click,4.432702,3/3/2015,0,110,Released,Landmine Goes Click,5.7,36,#N/A,Action
0,Bigfoot: The Lost Coast Tapes,1.091795,9/3/2012,0,85,Released,Bigfoot: The Lost Coast Tapes,4.2,14,#N/A,Horror
0,Pablo Escobar: King of Cocaine,0.036525,12/12/1998,0,60,Released,Pablo Escobar: King of Cocaine,4,1,#N/A,Documentary
0,jazzy@32 (a true story),0.036478,4/17/2016,0,7,Released,jazzy@32 (a true story),0,0,#N/A,
0,David Lynch: The Art Life,2.901372,2/15/2017,0,90,Released,David Lynch: The Art Life,7.2,32,#N/A,Documentary
0,Waffle Street,3.22727,9/24/2015,0,86,Released,Waffle Street,6.1,43,#N/A,Drama
1500000,Who's Driving Doug,0.98172,2/26/2016,0,99,Released,Who's Driving Doug,6,3,#N/A,Drama
0,धनक,0.381319,2/2/2015,0,106,Released,Dhanak,7.9,7,#N/A,Drama
0,Coming to Terms,0.048289,11/24/2013,0,89,Released,Coming to Terms,7,1,#N/A,
500000,No Letting Go,0.724078,3/18/2016,0,104,Released,No Letting Go,8.3,3,#N/A,
7500000,The Work and the Glory,0.52757,11/24/2004,3347647,110,Released,The Work and the Glory,6.1,7,#N/A,Drama
6500000,The Work and the Glory II: American Zion,0.797014,10/21/2005,2025032,100,Released,The Work and the Glory II: American Zion,8,6,#N/A,Drama
6500000,The Work and the Glory III: A House Divided,0.752508,11/22/2006,1325092,89,Released,The Work and the Glory III: A House Divided,7.5,2,#N/A,Drama
2000000,"The Book of Mormon Movie, Volume 1: The Journey",0.079856,9/12/2003,1672730,120,Released,"The Book of Mormon Movie, Volume 1: The Journey",5,2,#N/A,
200000,Caffeinated,0.020813,1/31/2015,0,80,Released,Caffeinated,0,0,#N/A,Documentary
0,Erebus: Operation Overdue,0.074004,7/13/2014,0,72,Released,Erebus: Operation Overdue,7,1,#N/A,Documentary
0,Citizen Soldier,0.871518,8/5/2016,0,105,Released,Citizen Soldier,6.3,3,#N/A,Action
0,The Phone Call,0.488354,10/1/2013,0,20,Released,The Phone Call,7.5,11,TRUE,Drama
0,The One,0.199472,10/7/2011,0,90,Released,The One,5.2,3,#N/A,Comedy
0,Last Summer,1.547286,5/16/2013,0,73,Released,Last Summer,7,10,FALSE,Drama
0,Coaching Colburn,0.027302,10/25/2015,0,16,Released,Coaching Colburn,0,0,#N/A,Documentary
0,L'assedio dell'Alcazar,0.321393,1/2/1940,0,0,Released,L'assedio dell'Alcazar,6,1,#N/A,
0,DC Super Hero Girls: Hero of the Year,1.402798,8/9/2016,0,72,Released,DC Super Hero Girls: Hero of the Year,4.8,11,#N/A,Animation
0,Invoked,0.288275,8/17/2015,0,85,Released,Invoked,3.2,7,#N/A,Mystery
40000000,Hacksaw Ridge,21.037699,10/7/2016,175302354,140,Released,Hacksaw Ridge,7.8,3294,FALSE,Drama
0,Archivo 253,0.996435,2/5/2015,0,79,Released,Archive 253,4.2,11,#N/A,Horror
0,Night of the Wild,0.698984,10/3/2015,0,86,Released,Night of the Wild,3.5,12,#N/A,Horror
0,David Cross: Making America Great Again,0.41566,8/6/2016,0,74,Released,David Cross: Making America Great Again,7,8,#N/A,Comedy
0,Espace détente,1.63577,2/2/2005,0,102,Released,Espace détente,4.1,19,#N/A,Comedy
0,Paanch,0.189724,1/1/2003,0,130,Canceled,Paanch,6.3,3,#N/A,
0,Febre do Rato,0.01,6/22/2012,0,90,Released,Rat Fever,0,0,#N/A,Drama
0,Other People,3.069108,9/9/2016,93000,97,Released,Other People,6.7,58,#N/A,Drama
0,The First Annual 'On Cinema' Oscar Special,0.010602,2/24/2013,0,110,Released,The First Annual 'On Cinema' Oscar Special,0,0,#N/A,Comedy
0,Travis,0.39691,1/1/2004,0,12,Released,Travis,6.7,3,#N/A,
0,Out of My Hand,0.226631,2/14/2015,0,87,Released,Out of My Hand,7.3,4,#N/A,Drama
0,Gyakufunsha kazoku,0.002001,6/24/1984,0,102,Released,The Crazy Family,6.4,7,#N/A,Drama
0,ねらわれた学園,0.005351,7/11/1981,0,90,Released,School in the Crosshairs,4,2,#N/A,Horror
0,Kiru,0.165694,12/6/2008,0,82,Released,Kill,2,1,#N/A,Drama
0,Ode,0.084657,6/9/1999,0,48,Released,Ode,7,1,#N/A,
0,People of a Feather,0.085595,4/20/2012,0,90,Released,People of a Feather,10,1,#N/A,Documentary
0,Mostly Ghostly 3: One Night in Doom House,0.969886,9/6/2016,0,89,Released,Mostly Ghostly 3: One Night in Doom House,4.4,8,#N/A,Family
0,Getúlio,0.732663,5/1/2014,0,100,Released,Getulio,6.6,10,#N/A,Drama
0,The Star of Bethlehem,0.007207,10/23/2007,0,63,Released,The Star of Bethlehem,0,0,#N/A,Documentary
0,Kuro no tesuto kaa,0.100765,6/30/1962,0,95,Released,Black Test Car,4,2,#N/A,Drama
0,Tropicália,0.52459,9/14/2012,0,87,Released,Tropicália,6.5,5,#N/A,Music
0,City 40,0.667225,4/28/2016,0,89,Released,City 40,6.1,9,#N/A,Documentary
0,探偵事務所２３ くたばれ悪党ども,0.567631,1/27/1963,0,89,Released,"Detective Bureau 2-3: Go to Hell, Bastards!",7.3,3,#N/A,Action
130000,돼지의 왕,0.801462,11/3/2011,0,97,Released,The King of Pigs,6.2,16,#N/A,Animation
0,Siccin: Büyü Haramdir,0.460433,9/26/2014,0,96,Released,Siccîn,5.3,3,#N/A,Horror
0,大明劫,0.459709,10/24/2013,0,0,Released,Fall of Ming,5.3,3,#N/A,Drama
0,Siccin 3: Cürmü Ask,0.133286,9/2/2016,0,87,Released,Siccin 3: Cürmü Ask,10,2,#N/A,Horror
0,Rampage: Capital Punishment,7.733723,7/19/2014,0,93,Released,Rampage: Capital Punishment,5.4,92,#N/A,Action
0,Rampage: President Down,2.701186,8/26/2016,0,0,Released,Rampage: President Down,5.1,37,#N/A,Thriller
0,Mne Ne Bolno,1.238971,6/8/2006,1110566,101,Released,It Doesn't Hurt Me,5.9,9,#N/A,Drama
0,Я тоже хочу,1.375641,9/7/2012,0,89,Released,Me Too,5.5,10,#N/A,Drama
0,Les innocents aux mains sales,1.301798,1/1/1975,0,121,Released,Dirty Hands,5.9,9,#N/A,Thriller
0,Steiner - Das Eiserne Kreuz Teil II,0.981224,3/1/1979,0,111,Released,Breakthrough,6.8,4,#N/A,Drama
0,Đavolji raj,0.723459,1/1/1989,0,99,Released,That Summer of White Roses,5,1,#N/A,Drama
0,Animals with the Tollkeeper,1.225377,1/6/1998,0,103,Released,Animals with the Tollkeeper,5,1,#N/A,Fantasy
0,Legacy,0.391822,10/9/1998,0,105,Released,Legacy,6,1,FALSE,Action
0,Shiloh 2: Shiloh Season,0.530506,7/2/1999,0,96,Released,Shiloh 2: Shiloh Season,6.2,6,#N/A,Drama
0,Final Flesh,0.208257,11/17/2009,0,71,Released,Final Flesh,6.8,4,#N/A,Horror
0,Gringuito,0.001177,1/1/1998,0,100,,Gringuito,0,0,#N/A,Drama
0,John Henry,1.563748,5/27/2000,0,10,Released,John Henry,7.1,18,#N/A,Animation
0,Lorenzo,1.161778,3/6/2004,0,5,Released,Lorenzo,6.8,14,FALSE,Animation
0,How to Hook Up Your Home Theater,2.325702,12/21/2007,0,6,Released,How to Hook Up Your Home Theater,7.8,17,#N/A,Animation
0,Tick Tock Tale,0.781356,6/10/2010,0,6,Released,Tick Tock Tale,8.1,18,#N/A,Animation
0,Mari del sud,0.729285,10/12/2001,0,100,Released,Our Tropical Island,6.2,5,#N/A,Comedy
0,For the Love of Spock,3.087962,9/9/2016,0,105,Released,For the Love of Spock,7.8,48,#N/A,Documentary
0,Los Punks: We Are All We Have,0.107496,1/22/2016,0,79,Released,Los Punks: We Are All We Have,5,2,#N/A,Documentary
4000000,Toro,2.197914,4/22/2016,0,105,Released,Toro,5.5,40,#N/A,Drama
0,"Kiki, el amor se hace",5.248189,4/1/2016,0,102,Released,"Kiki, Love to Love",6.4,93,#N/A,Comedy
0,九品芝麻官之白面包靑天,1.290828,1/1/1994,0,106,Released,Hail the Judge,7.4,12,#N/A,Comedy
0,Summer of 8,1.616992,4/26/2016,0,88,Released,Summer of 8,7.4,18,#N/A,Drama
0,Bogart: The Untold Story,0.001723,1/5/1997,0,46,Released,Bogart: The Untold Story,0,0,#N/A,Documentary
0,Salam Neighbor,0.096894,6/20/2015,0,75,Released,Salam Neighbor,8.3,2,#N/A,Documentary
0,Lovely Man,0.060637,9/30/2011,0,76,Released,Lovely Man,5,1,#N/A,Drama
0,Adventures in the Sin Bin,0.70529,6/8/2012,0,101,Released,Adventures in the Sin Bin,5.4,9,#N/A,Comedy
0,My Lonely Me,0.193619,8/19/2015,0,95,Released,My Lonely Me,0,0,#N/A,Drama
0,Der geilste Tag,3.80694,2/25/2016,0,113,Released,The Most Beautiful Day,7,60,#N/A,Comedy
0,Over the Garden Wall,2.802111,11/3/2014,0,110,Released,Over the Garden Wall,8.2,52,#N/A,Adventure
0,Doc Martin and the Legend of the Cloutie,0.517872,4/30/2003,0,75,Released,Doc Martin and the Legend of the Cloutie,4.6,7,#N/A,Drama
0,Bajarse al moro,0.562708,4/11/1989,0,83,Released,Going Down in Morocco,5.6,9,#N/A,Comedy
0,El Paso,2.337457,3/22/1949,0,103,Released,El Paso,5.5,2,#N/A,Western
0,"Joe Smith, American",0.078247,2/1/1942,0,63,Released,"Joe Smith, American",5,1,#N/A,Crime
0,Nazi Agent,0.094354,3/1/1942,0,83,Released,Nazi Agent,6,1,#N/A,Thriller
0,Perdiendo el Norte,3.173875,3/3/2015,0,104,Released,Off Course,6,66,#N/A,Romance
0,Take Me to the River,0.256168,3/11/2014,0,95,Released,Take Me to the River,5.7,3,#N/A,Documentary
0,Tammy Tell Me True,0.791764,7/26/1961,0,97,Released,Tammy Tell Me True,6,3,#N/A,Comedy
0,The Good Humor Man,0.319215,6/1/1950,0,80,Released,The Good Humor Man,7,1,#N/A,Adventure
0,The Scarf,0.52689,4/6/1951,0,93,Released,The Scarf,5.5,3,#N/A,Drama
0,Liebe mich!,0.453372,10/22/2014,0,80,Released,Love Me!,4.7,10,#N/A,Drama
0,くたばれ愚連隊,0.001346,11/23/1960,0,80,Released,Fighting Delinquents,0,0,#N/A,Crime
2791874,Divines,8.987123,8/31/2016,0,105,Released,Divines,8.1,161,#N/A,Drama
40000000,USS Indianapolis: Men of Courage,13.417585,9/22/2016,0,128,Released,USS Indianapolis: Men of Courage,6,124,#N/A,Action
3100000,Tulen morsian,3.55628,9/9/2016,0,108,Released,Devil's Bride,6.6,8,#N/A,Drama
0,La riffa,1.263203,11/15/1991,0,93,Released,The Raffle,5,3,#N/A,Drama
0,São Jorge,0.507143,8/31/2016,0,112,Released,Saint George,5.3,2,#N/A,Drama
0,The Speak,0.707666,1/6/2011,0,83,Released,The Speak,3,3,#N/A,Horror
0,O Roubo da Taça,0.532013,9/8/2016,0,84,Released,Jules and Dolores,6.9,9,#N/A,Comedy
0,"Крылья, ноги и хвосты",0.304628,1/1/1986,0,4,Released,"Wings, Legs and Tails",4.9,8,#N/A,Comedy
0,Marathon,0.002354,10/15/2002,0,74,Released,Marathon,0,0,#N/A,Drama
0,By Hook or by Crook,0.05154,6/17/2001,0,98,Released,By Hook or by Crook,5,1,#N/A,Crime
40000000,Billy Lynn's Long Halftime Walk,8.009568,11/10/2016,30930984,113,Released,Billy Lynn's Long Halftime Walk,5.9,158,#N/A,Drama
1200000,Teit meistä kauniin,0.886639,9/7/2016,0,100,Released,Born in Heinola,8.5,6,#N/A,Drama
5000000,Blair Witch,11.901343,9/15/2016,45172994,90,Released,Blair Witch,4.9,590,#N/A,Thriller
0,Transpecos,1.864784,9/9/2016,0,86,Released,Transpecos,6.1,16,#N/A,Thriller
3800000,The Hollars,5.723985,8/25/2016,1016985,105,Released,The Hollars,6.4,81,#N/A,Comedy
0,Olmo & the Seagull,0.509817,11/5/2015,0,90,Released,Olmo & the Seagull,7.2,6,#N/A,Drama
0,A Misteriosa Morte de Pérola,0.363993,10/27/2014,0,62,Released,The Mysterious Death of Pérola,4.8,2,#N/A,Mystery
0,Anton Corbijn Inside Out,0.676956,3/22/2012,0,90,Released,Anton Corbijn Inside Out,5.2,5,#N/A,Documentary
0,The Beatles: Eight Days a Week - The Touring Years,7.078301,9/15/2016,0,99,Released,The Beatles: Eight Days a Week - The Touring Years,7.6,92,#N/A,Documentary
17000000,Kickboxer: Vengeance,6.966654,7/14/2016,0,90,Released,Kickboxer: Vengeance,4.5,103,#N/A,Action
0,Naked,0.026183,11/7/2014,0,61,Released,Naked,0,0,#N/A,Documentary
0,The Promise,9.555114,4/21/2017,0,130,Released,The Promise,7.3,69,FALSE,History
0,影なき声,0.271397,10/21/1958,0,92,Released,Voice Without a Shadow,4,1,#N/A,Mystery
9000000,Loving,7.977391,11/4/2016,8996802,123,Released,Loving,6.5,275,FALSE,Drama
0,After the Apocalypse,0.002624,3/12/2004,0,72,Released,After the Apocalypse,0,0,#N/A,Drama
0,The Second Annual 'On Cinema' Oscar Special,0.014118,3/2/2014,0,119,Released,The Second Annual 'On Cinema' Oscar Special,0,0,#N/A,Comedy
0,Miss Stevens,1.427353,3/12/2016,0,86,Released,Miss Stevens,6,17,#N/A,Drama
0,The Erotic Misadventures of the Invisible Man,1.090503,11/18/2003,0,99,Released,The Erotic Misadventures of the Invisible Man,5.8,4,#N/A,Science Fiction
0,Broken Hill,0.743271,9/11/2009,54058,102,Released,Broken Hill,4.7,3,#N/A,Drama
0,Christine,8.403532,10/14/2016,0,123,Released,Christine,6.9,81,#N/A,Drama
0,Wholly Communion,0.151089,12/31/1965,0,33,Released,Wholly Communion,7,3,#N/A,
0,The End of Time,0.303772,8/3/2012,0,109,Released,The End of Time,8.7,3,#N/A,Documentary
0,Silicon Cowboys,1.297714,9/16/2016,0,78,Released,Silicon Cowboys,6.3,18,#N/A,Documentary
1500000,31,6.636625,9/15/2016,779820,102,Released,31,4.9,193,#N/A,Horror
0,Comedy Central Roast of Rob Lowe,0.561999,9/5/2016,0,81,Released,Comedy Central Roast of Rob Lowe,6.6,5,#N/A,Comedy
0,ARQ,7.134446,9/9/2016,0,88,Released,ARQ,6.1,340,#N/A,Science Fiction
0,Fan Girl,2.292561,12/31/2015,0,100,Released,Fan Girl,5.3,14,#N/A,Music
0,Prescription Thugs,0.60305,1/22/2016,0,86,Released,Prescription Thugs,6.6,16,#N/A,Documentary
1000000,What Remains,0.043363,1/1/2005,0,80,Released,What Remains,8,1,#N/A,Documentary
0,Tell Me How I Die,3.491786,9/16/2016,0,107,Released,Tell Me How I Die,5.3,44,#N/A,Horror
0,Приключения пингвинёнка Лоло,1.165088,6/26/1987,0,76,Released,The Adventures of Scamper the Penguin,6.3,7,#N/A,Animation
0,Buried Treasure,0.199235,4/29/1929,0,7,Released,Eveready Harton in Buried Treasure,7.5,4,#N/A,Animation
0,La maison ensorcelée,0.550504,1/1/1908,0,6,Released,The House of Ghosts,6.5,8,#N/A,Horror
0,Warkop DKI Reborn: Jangkrik Boss! Part 1,0.584595,10/8/2016,0,95,Released,Warkop DKI Reborn: Jangkrik Boss! Part 1,7,3,#N/A,Comedy
2000000,Swamp Devil,0.612139,7/4/2008,0,90,Released,Swamp Devil,3.6,8,#N/A,Horror
0,Kötü Kedi Şerafettin,2.484009,2/5/2016,0,82,Post Production,Bad Cat,7.1,12,#N/A,Comedy
0,More Things That Happened,0.76115,8/14/2007,0,76,Released,More Things That Happened,9.2,5,#N/A,Mystery
0,Nusumareta yokujo,0.58057,9/30/1958,0,90,Released,Stolen Desire,6,5,#N/A,Comedy
0,Ten Thousand Talents,0.001247,12/31/1960,0,24,Released,Ten Thousand Talents,0,0,#N/A,
